id;nhogar;miembro;zona;edad;sexo;parentes_3;p5_3;t1;t2;t3;t4;t5;t6;t7;t8;t9;t10;t11;t12;estado;categori;t_calocu;t15;t18;t19;t20_1;t21_1;t22_1;t48a_d;t48b_d;t50d_a;t50d_b;t50d_c;t50d_d;t50d_e;t50d_f;t51_d;t23_1_cod;t24_1_cod;t28;t29;t29a;t30;sem_hs;t33;t34;t35;t37_cod_2;t37_coda_2;t38;t39;t40a;t40b;t40_2;t41_cod_2;t47;t48;t48a;t48b;t49;t50a;t50b;t50c;t50d;t50e;t50f;t51_bis;tsd3;tsd6;tsd4;tsd7;tsd7a;i1;i4;i6_3;codioph_neto;ioph_neto_2;codlab;inglab_2;codi3_1x;i3_1x_2;codi3_2x;i3_2x_2;codnolab;ingnolab_2;coding;ingtot_2;codi_tot;itfb_2;ipcfb_2;e2;nivel_2;tipcob2_2;t40bis_a;t40bis_a2;t40bis_b;t40bis_d;t40bis_f;fexp
1220;1;1;2;58;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;41.0;2;0;2;8501;7;1;2;4;0;2;41332;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;9;650000;9;650000;2;0;2;0;2;0;9;650000;9;1400000;700000.0;2;4;2;1;0;0;2;0;699
1220;1;2;2;58;2;2;1;1;0;0;0;0;0;1;0;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;65.0;2;0;2;7302;5;2;2;3;0;1;6001;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;9;750000;9;750000;2;0;2;0;2;0;9;750000;9;1400000;700000.0;2;4;2;4;0;0;1;1;699
1221;1;1;1;58;2;1;4;1;0;0;0;0;0;1;0;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;43.0;2;0;2;7200;5;1;2;4;0;2;42331;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;1;1400000;1;1400000;2;0;2;0;2;0;1;1400000;1;1400000;1400000.0;2;4;2;1;0;0;1;1;951
1222;1;1;1;58;1;1;1;2;2;3;0;0;0;0;0;2;2;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;1;1000000;500000.0;2;4;2;0;0;0;0;0;1339
1222;1;2;1;62;2;2;1;1;0;0;0;0;0;1;0;0;0;0;0;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;40.0;2;0;2;7000;5;2;2;3;0;1;30333;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;1;1000000;1;1000000;2;0;2;0;2;0;1;1000000;1;1000000;500000.0;2;4;2;1;0;0;2;0;1339
1223;1;1;2;58;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;51.0;2;0;2;8501;7;1;2;4;0;2;41332;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;1;600000;1;600000;2;0;2;0;1;40000;1;640000;1;1010000;336666.7;2;4;2;1;0;0;1;1;735
1223;1;2;2;36;2;2;1;1;0;0;0;0;0;1;0;0;0;0;0;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;34.0;1;1;1;4807;3;2;2;3;0;1;10333;0;0;0;0;1;2;2;2;2;2;2;3;0;0;0;0;0;1;0;2;1;200000;1;300000;2;0;2;0;1;70000;1;370000;1;1010000;336666.7;2;3;1;4;0;0;1;1;735
1223;1;3;2;10;2;3;0;2;2;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;1;1010000;336666.7;1;1;1;0;0;0;0;0;735
1224;1;1;3;59;2;1;1;2;2;4;0;0;0;0;0;2;2;4;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;9;1500000;750000.0;2;1;1;0;0;0;0;0;358
1224;1;2;3;55;1;2;1;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;48.0;2;0;2;4000;2;2;2;3;0;1;6001;2;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1500000;9;1500000;2;0;2;0;2;0;9;1500000;9;1500000;750000.0;2;1;4;6;0;0;2;0;358
1225;1;1;2;59;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15.0;1;1;2;4904;4;2;1;2;0;1;34123;2;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;800000;1;800000;2;0;2;0;2;0;1;800000;9;2935000;587000.0;2;1;4;8;1;0;1;1;179
1225;1;2;2;35;1;3;5;1;0;0;0;0;0;1;0;0;0;0;0;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;17.0;2;0;2;4904;4;2;1;1;0;1;34123;2;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;800000;9;800000;2;0;2;0;2;0;9;800000;9;2935000;587000.0;2;2;3;8;1;0;1;1;179
1225;1;3;2;30;1;3;5;1;0;0;0;0;0;1;0;0;0;0;0;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15.0;2;0;2;4904;4;2;1;2;0;1;34123;2;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;500000;1;500000;2;0;2;0;2;0;1;500000;9;2935000;587000.0;1;3;4;8;1;0;2;0;179
1225;1;4;2;32;2;3;5;1;0;0;0;0;0;1;0;0;0;0;0;1;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;36.0;2;0;2;4803;3;2;2;2;0;1;30314;0;0;0;0;2;2;2;1;2;2;2;2;0;0;0;0;0;1;0;2;9;135000;9;135000;2;0;2;0;2;0;9;135000;9;2935000;587000.0;2;2;3;1;0;0;2;0;179
1225;1;5;2;58;2;2;1;1;0;0;0;0;0;1;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;66.0;2;0;2;4803;3;2;2;2;0;1;5002;2;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;700000;9;700000;2;0;2;0;2;0;9;700000;9;2935000;587000.0;2;3;3;1;0;0;2;0;179
1226;1;1;2;59;1;1;5;1;0;0;0;0;0;1;0;0;0;0;0;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44.0;2;0;2;9409;8;2;1;1;0;1;56313;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;1;280000;1;280000;2;0;2;0;2;0;1;280000;1;280000;280000.0;2;1;2;1;0;0;2;0;2356
1227;1;1;2;59;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44.0;2;0;2;9409;8;2;1;2;0;1;56313;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;1;600000;1;600000;2;0;2;0;2;0;1;600000;1;710000;355000.0;2;1;2;1;0;0;1;2;222
1227;1;2;2;54;2;2;1;1;0;0;0;0;0;1;0;0;0;0;0;1;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;20.0;2;0;2;9700;9;0;0;0;0;0;55314;0;0;0;0;2;1;1;1;1;1;2;1;1;2;0;1;1;1;0;2;1;110000;1;110000;2;0;2;0;2;0;1;110000;1;710000;355000.0;1;1;2;7;0;1;2;0;222
1228;1;1;1;59;1;1;2;1;0;0;0;0;0;1;0;0;0;0;0;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44.0;2;0;2;9409;8;2;2;3;0;1;56313;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;1;560000;1;560000;2;0;2;0;2;0;1;560000;1;560000;560000.0;2;1;2;1;0;0;2;0;1282
1229;1;1;2;59;2;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;26.0;1;1;2;9700;9;0;0;0;0;0;55314;0;0;0;0;2;2;2;2;2;2;2;3;1;1;2000;2;0;1;0;2;1;80000;1;400000;1;200000;2;0;1;200000;1;600000;9;1060000;530000.0;2;2;2;7;0;1;2;0;1284
1229;1;2;2;66;1;2;1;1;0;0;0;0;0;1;0;0;0;0;0;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;60.0;2;0;2;4903;4;2;4;1;0;1;34323;0;0;0;0;2;2;2;2;2;2;2;3;0;0;0;0;0;1;0;2;9;200000;9;200000;9;260000;2;0;9;260000;9;460000;9;1060000;530000.0;2;1;2;8;1;0;2;0;1284
1230;1;1;2;59;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;48.0;2;0;2;9409;8;2;1;1;0;1;56313;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;1;500000;1;500000;2;0;2;0;2;0;1;500000;1;1500000;500000.0;2;2;2;1;0;0;2;0;1715
1230;1;2;2;57;2;2;1;1;0;0;0;0;0;1;0;0;0;0;0;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;40.0;2;0;2;8501;7;1;2;3;0;1;41202;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;1;1000000;1;1000000;2;0;2;0;2;0;1;1000000;1;1500000;500000.0;2;4;2;1;0;0;2;0;1715
1230;1;3;2;12;1;3;0;2;2;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;1;1500000;500000.0;1;1;2;0;0;0;0;0;1715
1231;1;1;2;59;2;1;4;2;1;0;0;0;0;1;0;0;0;0;0;1;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15.0;1;1;2;9700;9;0;0;0;0;0;57314;0;0;0;0;2;2;2;2;2;2;2;3;1;2;0;2;0;1;0;2;1;120000;1;120000;2;0;2;0;1;150000;1;270000;1;270000;270000.0;2;2;1;7;0;1;2;0;538
1232;1;1;3;59;2;1;2;1;0;0;0;0;0;1;0;0;0;0;0;1;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56.0;2;0;2;5601;3;2;1;1;0;1;33114;2;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;150000;1;150000;2;0;2;0;1;72000;1;222000;1;222000;222000.0;2;1;1;8;2;0;1;2;852
1233;1;1;3;59;1;1;1;2;1;0;0;0;0;1;0;0;0;0;0;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;42.0;1;1;2;5601;3;2;1;2;0;1;53113;2;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;100000;1;100000;1;206000;2;0;1;206000;1;306000;1;306000;76500.0;2;1;1;4;0;0;2;0;140
1233;1;2;3;56;2;2;1;2;1;0;0;0;0;1;0;0;0;0;0;1;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;42.0;1;1;2;5601;3;2;1;2;0;1;53313;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;2;0;1;306000;76500.0;2;1;1;4;0;0;1;2;140
1233;1;3;3;27;1;3;5;2;2;2;0;0;0;0;0;2;2;4;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;1;306000;76500.0;2;1;1;0;0;0;0;0;140
1233;1;4;3;18;1;3;5;2;2;4;0;0;0;0;0;1;0;0;1;2;0;0;4;1;2023;3;0;0;0;0;2;2;2;2;2;2;3;4904;34314;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;1;306000;76500.0;1;1;1;0;0;0;0;0;140
1234;1;1;2;59;2;1;4;1;0;0;0;0;0;1;0;0;0;0;0;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;40.0;2;0;2;7000;5;2;2;4;0;2;10333;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;9;750000;9;750000;2;0;2;0;2;0;9;750000;9;1850000;616666.7;2;2;2;1;0;0;2;0;2666
1234;1;2;2;30;2;3;5;1;0;0;0;0;0;1;0;0;0;0;0;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;40.0;2;0;2;4807;3;2;2;4;0;2;20333;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;9;1100000;9;1100000;2;0;2;0;2;0;9;1100000;9;1850000;616666.7;2;3;2;1;0;0;2;0;2666
1234;1;3;2;8;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1850000;616666.7;1;1;2;0;0;0;0;0;2666
1235;1;1;2;59;2;1;2;2;2;4;0;0;0;0;0;2;2;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;1;500000;250000.0;2;1;1;0;0;0;0;0;1338
1235;1;2;2;28;1;3;5;1;0;0;0;0;0;1;0;0;0;0;0;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;48.0;2;0;2;4804;3;2;2;2;0;1;30313;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;1;500000;1;500000;2;0;2;0;2;0;1;500000;1;500000;250000.0;2;1;2;1;0;0;2;0;1338
1236;1;1;2;59;2;1;1;2;2;4;0;0;0;0;0;1;0;0;1;2;0;0;5;1;2021;3;0;0;0;0;2;2;2;2;2;2;3;9700;55314;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;170000;2;0;1;170000;1;170000;1;340000;170000.0;2;2;1;0;0;0;0;0;356
1236;1;2;2;66;1;2;1;2;2;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;170000;2;0;1;170000;1;170000;1;340000;170000.0;2;2;2;0;0;0;0;0;356
1237;1;1;3;59;2;1;2;2;2;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;9;480000;240000.0;2;2;1;0;0;0;0;0;150
1237;1;2;3;25;1;3;5;1;0;0;0;0;0;1;0;0;0;0;0;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;48.0;2;0;2;6100;5;2;2;3;0;1;72313;0;0;0;0;1;2;2;2;2;2;2;2;0;0;0;0;0;1;0;2;9;480000;9;480000;2;0;2;0;2;0;9;480000;9;480000;240000.0;2;1;1;5;0;0;2;0;150
1238;1;1;2;59;2;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;50.0;2;0;2;4803;3;2;2;2;0;1;30113;2;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;120000;1;120000;2;0;2;0;2;0;1;120000;1;620000;310000.0;2;2;1;1;0;0;2;0;1104
1238;1;2;2;56;1;2;1;1;0;0;0;0;0;1;0;0;0;0;0;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15.0;1;1;1;4904;4;2;1;1;0;1;34123;2;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;500000;1;500000;2;0;2;0;2;0;1;500000;1;620000;310000.0;2;2;1;8;1;0;2;0;1104
1239;1;1;3;59;2;1;2;2;2;3;0;0;0;0;0;2;2;5;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;50000;2;0;2;0;2;0;1;50000;9;1050000;525000.0;2;2;2;0;0;0;0;0;112
1239;1;2;3;28;2;3;5;1;0;0;0;0;0;1;0;0;0;0;0;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;36.0;2;0;2;8401;6;1;2;3;0;1;48333;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;9;1000000;9;1000000;2;0;2;0;2;0;9;1000000;9;1050000;525000.0;1;3;2;1;0;0;2;0;112
1240;1;1;2;59;2;1;4;2;2;5;1;0;0;0;0;0;0;0;0;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;0.0;0;0;2;4807;3;2;2;2;0;1;30113;2;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600000;1;600000;2;0;1;300000;1;300000;1;900000;9;2300000;766666.7;2;2;4;1;0;0;3;0;994
1240;1;2;2;25;2;3;5;1;0;0;0;0;0;1;0;0;0;0;0;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;30.0;2;0;2;1400;1;2;1;2;0;1;80132;2;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;400000;9;400000;2;0;2;0;2;0;9;400000;9;2300000;766666.7;2;4;4;4;0;0;1;1;994
1240;1;3;2;20;1;3;5;1;0;0;0;0;0;1;0;0;0;0;0;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;30.0;2;0;2;1400;1;2;1;2;0;1;80132;2;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1000000;9;1000000;2;0;2;0;2;0;9;1000000;9;2300000;766666.7;1;3;4;4;0;0;1;1;994
1241;1;1;3;59;1;1;5;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56.0;2;0;2;1009;1;2;2;3;0;1;6001;2;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1200000;1;1200000;2;0;2;0;2;0;1;1200000;1;1200000;1200000.0;2;3;1;1;0;0;2;0;794
1242;1;1;2;59;2;1;4;1;0;0;0;0;0;1;0;0;0;0;0;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;40.0;2;0;2;8501;7;1;2;4;0;2;41332;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;9;950000;9;950000;2;0;2;0;2;0;9;950000;9;1693000;564333.3;2;4;2;1;0;0;2;0;391
1242;1;2;2;31;2;3;5;1;0;0;0;0;0;1;0;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;40.0;1;1;2;7100;5;2;2;9;9;9;72331;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;9;563000;9;563000;2;0;2;0;2;0;9;563000;9;1693000;564333.3;1;4;2;1;0;0;2;0;391
1242;1;3;2;28;2;3;5;1;0;0;0;0;0;1;0;0;0;0;0;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;30.0;2;0;2;8200;5;2;2;9;9;9;35333;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;9;180000;9;180000;2;0;2;0;2;0;9;180000;9;1693000;564333.3;1;3;2;4;0;0;1;1;391
1243;1;1;1;59;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;18.0;2;0;2;9000;8;2;1;1;0;1;50111;2;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;600000;2;0;1;80000;1;80000;1;680000;9;2192000;730666.7;2;3;4;4;0;0;1;2;333
1243;1;2;1;58;2;2;1;1;0;0;0;0;0;1;0;0;0;0;0;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;14.0;2;0;2;8502;7;2;1;1;0;1;41132;2;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1500000;9;1512000;2;0;2;0;2;0;9;1512000;9;2192000;730666.7;2;4;4;4;0;0;1;1;333
1243;1;3;1;25;2;3;5;1;0;0;0;0;0;2;1;0;0;0;0;1;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18.0;2;0;2;5601;3;2;2;2;0;1;53334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;2;0;9;2192000;730666.7;2;3;4;1;0;0;2;0;333
1244;1;1;1;59;2;1;5;1;0;0;0;0;0;1;0;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;40.0;2;0;2;7000;5;2;2;4;0;2;81331;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;1;1000000;1;1000000;2;0;2;0;2;0;1;1000000;1;1000000;1000000.0;2;4;2;4;0;0;1;1;950
1245;1;1;1;59;1;1;5;1;0;0;0;0;0;1;0;0;0;0;0;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44.0;2;0;2;9409;8;2;1;1;0;1;56313;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;1;400000;1;400000;2;0;2;0;2;0;1;400000;1;400000;400000.0;2;4;2;1;0;0;2;0;855
1246;1;1;3;59;2;1;3;2;2;2;0;0;0;0;0;2;2;4;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;200412;2;0;1;200412;1;200412;1;200412;200412.0;2;3;2;0;0;0;0;0;641
1247;1;1;2;59;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;48.0;2;0;2;9409;8;3;2;2;0;1;10333;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;9;900000;9;900000;2;0;2;0;2;0;9;900000;9;2070000;517500.0;2;3;5;1;0;0;2;0;1146
1247;1;2;2;56;2;2;1;1;0;0;0;0;0;1;0;0;0;0;0;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;42.0;2;0;2;8501;7;1;2;4;0;2;41332;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;9;800000;9;1170000;2;0;2;0;2;0;9;1170000;9;2070000;517500.0;2;4;5;1;0;0;1;1;1146
1247;1;3;2;20;1;3;5;2;2;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;9;2070000;517500.0;1;3;5;0;0;0;0;0;1146
1247;1;4;2;20;2;3;5;2;2;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;9;2070000;517500.0;1;3;5;0;0;0;0;0;1146
1248;1;1;1;59;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;40.0;2;0;2;8401;6;1;2;4;0;2;10201;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;9;650000;9;650000;2;0;2;0;2;0;9;650000;9;950000;237500.0;2;4;3;1;0;0;2;0;122
1248;1;2;1;55;2;2;1;2;2;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;9;950000;237500.0;2;4;3;0;0;0;0;0;122
1248;1;3;1;25;1;3;5;1;0;0;0;0;0;1;0;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;40.0;2;0;2;6400;5;2;2;4;0;2;20331;0;0;0;0;2;1;1;1;1;1;2;1;0;0;0;0;0;1;0;2;9;300000;9;300000;2;0;2;0;2;0;9;300000;9;950000;237500.0;2;4;3;1;0;0;1;1;122
